,Brand,Screen_Size(inches),SR_Height,SR_Width,Pixel_Density,Weight(gr),Thickness(mm),Battery_Capacity(mAh),Processor_Clock_Speed,Price_Sale
647,Samsung,7.148330595134592,1727,2216,558,265.97231536108325,11.56087629670549,4283,3.413700790795413,884.3915397027444
648,Samsung,6.254364423694742,2962,2307,177,229.61072797800853,7.283183358829115,2370,2.637099305171115,855.4494246659424
649,Xiaomi,6.2162308960253725,3301,1243,290,294.6480763669938,5.7940800553608405,5768,2.659782111016536,1210.9567152628958
650,Xiaomi,5.559357062649209,2348,2732,402,142.23517434057004,11.862428228631225,2472,2.7479382016327243,605.0775485744389
651,OnePlus,4.391874275233126,1550,1838,409,134.18987861003555,7.13682892736937,2690,1.8185599045810132,1269.2404659530594
652,Xiaomi,4.8994408161746765,3674,1500,362,112.66836671362663,11.524996303850747,5908,1.067450039954067,480.495346848334
653,OnePlus,4.170158905626302,3081,1134,585,211.58569617449754,7.9495741284806645,5738,1.8105700088576282,1205.3473950984853
654,OnePlus,6.7257071245801985,1976,1926,414,214.2314142407144,10.822797008262722,2611,1.6475446491970382,1060.1812419478906
655,Xiaomi,4.012514416481039,2103,3139,388,215.92623880743997,8.974595385633295,2931,2.132637176446565,962.9772734449406
656,OnePlus,4.001098327371911,3740,2407,380,183.184165568808,5.036195568125581,2365,2.291925927403509,717.061044665368
657,Xiaomi,7.440996183478787,2671,2913,325,204.6237078486161,10.91292072654418,5620,2.4171181463625966,1222.9568858473647
658,Samsung,6.329829169566198,1927,2737,499,290.4725540230314,8.437298193062848,5722,1.656760347057561,1081.839118253972
659,Samsung,6.373958144987995,1861,1588,492,209.2746078880101,10.959703424982136,5636,1.884185272552932,521.841451080378
660,Samsung,5.112427683861113,2238,1722,351,123.93175648631411,7.350605916916994,3155,3.262104722239057,474.01298233293426
661,OnePlus,6.801526087391256,1369,1321,490,122.52550147870414,10.203633097231844,3720,3.4297899513817223,1295.3996336561827
662,Samsung,4.88112092065453,2796,2732,474,142.60981889646666,7.821121761478851,4819,3.4054336059377643,932.329795767401
663,Samsung,6.414736570530756,1811,3165,225,214.51550155818748,11.947518829204363,2951,1.6384601762291782,1189.1288794356315
664,Samsung,5.752084552603712,1976,2547,315,198.01367351021173,10.707655788122139,3368,1.9902444894695952,625.6316208207522
665,Samsung,5.964289450752619,2166,2658,345,116.0004589497056,11.855841542904262,2082,1.7121932474104822,573.8869575464763
666,Samsung,6.834650410172099,2804,2668,580,263.0499863603462,8.801485715503732,3834,1.4913947575351107,488.0608678185191
667,Samsung,4.693624930245566,2388,2403,386,101.45157418922051,5.708983643706471,2724,1.3552933683360218,1018.5931212907508
668,Xiaomi,4.685013605509141,2549,2156,374,207.7125284480834,9.471322162806306,5020,2.623102480093651,537.9756830458679
669,Xiaomi,7.065384869901743,2376,2285,461,280.2582961754572,9.71441173582429,4855,1.1707639156998777,779.3607737188206
670,Xiaomi,4.605229536672878,1986,1961,333,141.29353828409293,9.077236423876126,2235,3.340656754795882,520.9983974246746
671,Samsung,5.432099136051105,1968,2809,399,255.27288357634285,6.0692674399196385,5248,1.9031465712460105,479.82517504726826
672,Samsung,4.670540326034405,1611,781,338,132.56707808845516,11.000136449431325,3499,2.1041295444309522,1207.628102406094
673,OnePlus,5.589592476451138,2282,2528,508,223.22454420302242,9.177228815667872,2560,3.0423086421340138,949.7139913182757
674,Samsung,4.553866613906179,2489,796,492,261.85688791558823,10.220860843282608,5722,3.1560575453045367,760.7664184885197
675,OnePlus,5.609959992072523,2922,2164,535,262.4312802440113,7.052808087770934,3824,2.472966408674486,880.7593180859479
676,Xiaomi,4.3777452130308285,1859,1509,184,186.86109878793818,9.301824265581377,4951,3.255989617265515,615.1569399008504
677,Samsung,5.76425800693999,1681,1784,469,123.99032098888681,10.400368676554493,4436,1.7595092540430226,1245.0906733154122
678,OnePlus,4.529896002907584,3025,2771,171,276.30061727256253,7.032432657126311,5052,1.0881055263636712,1010.3246108606319
679,Samsung,7.273730000746058,1394,2866,202,280.91354943248274,9.991358003875177,3161,1.3646660779000819,1251.9114399667444
680,Samsung,6.3987107139277075,2741,1373,277,149.76179134646122,5.622774737925392,5395,1.6510370360814015,625.7501459387712
681,Xiaomi,4.363695713469158,3318,2473,433,232.83335847731303,6.018037019779991,2761,1.1598262824116237,829.4119285593486
682,Xiaomi,5.588740786070829,3519,1428,593,298.22227567115186,6.649375587124828,4683,1.8425227746878619,1177.9909704012757
683,Xiaomi,4.83151809214982,2718,1861,289,213.6761999074244,11.773856939038513,2221,2.6489921740298095,541.7412261076365
684,OnePlus,6.1607172961889685,3254,1122,409,205.68307696940965,11.483427316176645,5273,1.0051645469459338,557.6940661841173
685,Xiaomi,6.733943513631114,1851,1938,379,120.9460775395394,8.377649189964753,2757,2.536708976025137,524.9223963240403
686,Xiaomi,6.125954501242761,2522,2664,297,262.64862251975643,9.449373213773976,2152,1.6807873293909368,1095.7159192424303
687,Xiaomi,6.363202822828757,3783,1816,404,233.01516533881536,6.343830822851882,5829,3.3167408110406913,1167.9488089088427
688,Samsung,6.897069117443126,2266,2161,380,254.77781872351167,10.09452577367213,2059,2.650693790815088,1230.3160217925522
689,OnePlus,5.395710098824782,1988,2105,221,203.54857159830914,7.917493399890937,5739,1.240964635025702,1044.6241091722131
690,Xiaomi,5.782118408513982,2197,1135,587,117.49547060351462,7.690119294919335,4924,2.812046527251523,920.7003417862032
691,OnePlus,7.553710350348113,3838,2123,492,184.7112738645961,8.196496787130643,2885,3.1354335611696595,1188.3304811174094
692,OnePlus,5.7664373671003695,3105,2896,246,198.72864453872194,5.275641315881637,2685,2.4233763064244247,1195.7782493903296
693,Samsung,5.058286997256381,2831,1414,513,169.59325004357248,9.226782612427963,4704,2.628386801262141,660.9259985664003
694,OnePlus,4.2086413706998105,2188,1452,438,183.46434221662798,11.665293488508365,3799,2.9761589864028783,1215.4765313876587
695,Samsung,5.474944176780217,1602,949,562,202.47993894666473,7.377435915142561,3924,3.079358106478175,1057.1801833276118
696,Samsung,4.510690178394974,3198,2359,518,236.06791786042237,11.665913360050936,4578,2.6537202714096417,1293.7366844242024
697,Samsung,5.583490063599389,2699,2188,338,290.04698284947506,6.923330215889568,5178,3.2672854962024487,811.1172077150082
698,OnePlus,5.008741448083615,1918,2522,282,219.75370569063614,10.393925404398253,3409,3.427508837640603,651.0074650471458
699,Xiaomi,5.129966735715234,3673,823,356,263.2570827444704,5.332458684762356,2911,2.939816790547247,728.0984394217958
700,Samsung,5.684497754253563,1908,2077,248,206.2904347687096,7.71102182885294,4252,2.6048703307343404,739.0621727382119
701,Samsung,4.663024780152858,1593,2451,165,105.65856610953223,6.035975267808783,4544,1.620841721715117,881.921765632082
702,Samsung,5.586738410202339,2937,2067,437,278.3465256467871,8.408141274758268,2889,1.41572421981651,1248.5243144992146
703,OnePlus,7.231777565917632,2116,2476,199,241.35398328305342,6.993852276626141,4183,3.0149816392012374,430.89315870134294
704,OnePlus,5.752027733628721,1474,1131,547,157.5941495480359,11.154864710165462,2902,2.2268832029425054,598.8748980293971
705,Xiaomi,6.587127947271275,3053,1529,232,207.23991235527302,10.550310056974842,5271,2.6956628119578454,667.1239571941835
706,Xiaomi,6.900879469103484,2405,1633,198,286.9117658602112,8.078191487530095,5408,1.4772470047869268,1164.1124506421193
707,Xiaomi,4.569389227478128,1959,2422,480,161.6537175005846,5.680998240153392,3771,1.8088466001646553,461.3244498507546
708,OnePlus,5.662472590155879,2309,2561,178,298.5415897819654,5.217145493723946,2700,1.1342776115460858,1036.911350439244
709,Xiaomi,7.4496972307547455,2428,1600,310,147.35789888054467,9.177698953251843,5761,1.5818356058346525,1087.3621226884447
710,Samsung,6.33784545863362,1796,1468,410,229.38647163717764,9.985466929295193,2395,2.062933362416158,1233.3833752970645
711,OnePlus,5.653814802337312,2197,2276,194,273.0132320772145,8.494946337973115,5192,1.5425500198555253,978.436912171861
712,OnePlus,5.4719923151549965,2145,2248,576,106.96581104634832,10.874466559918265,4800,1.6657115978870083,1187.9449427787076
713,Xiaomi,4.879923687603116,1882,2388,330,254.56159441455193,11.412428929014276,2063,2.0744154878723338,604.0192523660764
714,Samsung,6.38287489883839,3553,1017,365,298.63316753321124,5.595195588254052,2217,2.265058611656441,924.7899659346765
715,Xiaomi,4.018798944211262,2461,1538,267,262.10853981730986,8.343837026437308,5398,1.4704046410661347,887.2994939685539
716,Samsung,5.0241838581254425,1647,2624,197,224.72980384987005,9.781254489063862,3843,1.4576844869478416,685.8201646520586
717,Samsung,7.3481539453800195,3702,787,564,132.29486751403599,7.743144201220534,2340,3.470570078612627,745.6224383625432
718,Samsung,4.649236988813275,1942,1484,189,137.28127955735812,7.086558040952853,4508,2.458296128194452,611.9578409725484
719,Xiaomi,5.963078130101469,1553,2977,329,112.208198861102,6.247817601443938,2566,3.361962219128127,1191.433659827643
720,Samsung,4.624761000715433,3065,2600,454,192.00174625025377,8.676256433277524,4073,2.0140820817395544,478.048337662666
721,Xiaomi,6.530235522023109,3041,2438,484,253.1770059876331,10.854458475605131,3893,2.4054031426943974,619.7839967295643
722,Samsung,6.195028443806075,1571,2466,527,281.99350164948464,9.98336071891249,3263,2.057151237548096,1260.902763099356
723,Samsung,4.517144484664403,2087,1596,278,125.86179771373362,5.217558014701207,3980,3.246371126929837,521.8241027812902
724,OnePlus,6.065001704462587,1904,861,443,259.85277733479023,6.576369075076645,2286,2.918838941721285,1162.8955592578304
725,OnePlus,6.391509687684154,2916,2933,415,218.25020587908693,9.392485533572762,4345,3.371501105443522,922.1951694957601
726,Xiaomi,4.5597523831805935,2716,756,383,119.53281962241718,10.551612414733544,4075,1.1889446979068534,629.9632876801479
727,Samsung,7.543159017515507,2016,2443,489,105.40445819729199,10.053931582840809,2382,2.690032584423035,690.1996933957931
728,Xiaomi,6.691598055870109,3827,2791,173,194.317059235409,6.252937877853945,5141,1.7704156015008914,850.2855855340165
729,Xiaomi,6.437549273209673,3263,2312,341,244.32014194444312,11.512140371869805,3624,1.4198104948773693,475.60505399302593
730,OnePlus,7.143362995688413,1619,3051,302,270.2694546225615,5.529626896094741,5292,2.0076075434439264,438.54320484607933
731,Xiaomi,4.8666405238707995,1415,2314,374,288.18580269823406,10.86010240557163,2227,1.0879200841314236,789.6954175953463
732,OnePlus,5.322786272190634,2376,2456,267,282.47451454775387,8.828618374051823,4375,2.453932215546755,465.99168926661207
733,Xiaomi,4.042093858378554,3484,2688,460,275.21821867668064,7.289762134444878,2579,1.5071828567982908,626.4174351303365
734,OnePlus,4.877488352349935,1709,738,360,227.36139661904508,7.099217714166674,3512,2.8175417106004814,1271.8651772330795
735,Samsung,6.07736032652052,2106,2251,205,154.7113620044596,9.576313516967783,3805,2.4377782816789493,1252.8799294648504
736,Samsung,4.835222861145512,1431,1535,340,127.08094194697306,9.148727587283435,5444,1.4601282204228339,545.9520391039435
737,Samsung,4.944485556342156,2968,1627,520,196.45488094590107,10.096809972622744,4759,1.2992235791374809,1023.2509268136099
738,Samsung,7.080945887014114,1405,1201,297,197.13990678559344,7.039164583831132,4678,2.2321097864958093,1293.7406092323288
739,Xiaomi,6.131109195285804,1655,2304,456,243.32833642372762,10.887320162252573,3613,1.4356936402288873,1058.210938932922
740,OnePlus,5.598055030610057,3681,2845,314,200.9424912850069,9.446000030075638,4389,2.532670850415374,1022.4868530006477
741,OnePlus,4.181616416551061,3099,2922,350,224.78685140976773,6.379919037094042,5366,1.9579384710861327,938.0499696429908
742,Xiaomi,6.8229610779373,3745,3011,435,229.0635393800261,5.169953945550152,2103,1.8874684892344618,1157.6455734733927
743,Xiaomi,5.812873445001422,2858,1845,513,239.60614856028886,10.82368063657046,5259,1.2320801684255507,1070.4436071912023
744,OnePlus,6.832524637411822,1449,1126,442,118.56216232896746,10.731566465463247,4128,1.283715835048063,1195.1233191735778
745,Xiaomi,5.006201634285762,1967,3116,587,297.7436458936962,10.23011811817356,5383,1.7041924576551504,1241.4849390729762
746,Xiaomi,7.566886244631023,2430,2135,477,194.27297482913104,9.198288455748328,2515,1.9216922885936716,970.8009300685438
747,Samsung,5.463443489721005,1631,2725,399,256.8582872460393,8.41989215086469,4602,2.0953922336987345,757.4084185406866
748,Samsung,4.445196188643848,2968,2942,436,115.61270321934613,5.875785000564236,5719,2.491307455552857,921.664095354058
749,Xiaomi,4.733742875058543,2400,1759,486,145.8915703644022,5.048688682532045,4074,2.4239884940567196,692.5985656167122
750,Xiaomi,6.896724005108116,3369,2290,415,189.87580565750955,11.140217749045389,5594,3.0514349366574667,1051.5577312702
751,Xiaomi,6.498159372557216,2002,1277,417,170.86718998603368,11.73519851189131,2984,1.6236889943573687,511.65598860642706
752,Samsung,4.411125076816016,1850,1271,180,155.18996996682765,7.651180556122155,3057,1.476807796327001,817.655979637176
753,Samsung,5.800926016415638,3705,1642,183,189.8380059375137,11.735639234525264,5400,3.364151544103171,1220.1978419510328
754,OnePlus,6.2520609626241,1982,2104,261,207.31860201165546,5.318287336305797,4264,1.350044276462154,1079.6931917494737
755,Xiaomi,7.457905348441882,3231,2203,521,266.72556837506966,10.455516008098618,2654,1.4434818754086909,992.4451077580779
756,OnePlus,5.774429305527876,2390,872,207,248.41041913792571,10.179249491666134,3940,3.463669895193692,856.7292262705876
757,Samsung,4.236976898721746,1851,1531,535,297.8601080042126,5.110644637264002,4026,1.870381728457942,518.2667420620819
758,Xiaomi,4.7209670301840605,3309,1350,357,213.78889062025507,5.728506170437741,4271,2.374210384906047,820.3847575862089
759,Xiaomi,7.099039011310063,3819,980,348,289.6081718163073,8.326673826117847,3237,1.410806928987668,715.8223350534221
760,OnePlus,4.925630106326296,1620,1496,438,289.1434474557965,6.867759820255168,2128,1.6225079328812224,997.719012289293
761,OnePlus,6.829474445248952,2340,731,302,239.1174531515157,9.351910714279864,3535,2.498889501418213,595.2020518834344
762,OnePlus,4.777002893710066,2281,767,162,187.9630878442446,7.034820804015688,4715,2.9599381010213146,950.6661775114009
763,OnePlus,4.986621436026472,3081,2914,351,218.51437833098632,6.314381781493747,2286,1.1170887805722234,534.1596422146433
764,Samsung,5.705716895801367,3079,3083,598,162.6145559535982,7.327348496187286,3771,1.8895458607880329,1174.8157306800404
765,OnePlus,4.664593756793543,3278,2713,417,190.63094943016677,9.0869631408411,3279,1.3492325284140234,588.4960147241972
766,Samsung,6.427564074631057,1369,1812,492,158.57598650286735,6.557788334134065,3259,1.308844352506852,1232.0826079643384
767,Samsung,6.093925854162189,3535,1910,310,205.64953210841045,6.374040366486591,5579,2.296646756615069,1136.6173312566402
768,Xiaomi,7.1585385538674515,3430,3185,523,260.14972968335724,11.051853269214227,2370,1.3268692805602669,457.6776986666046
769,Samsung,7.124779371092814,3799,1284,223,182.22298525261024,11.174478881873593,5226,1.9289480294668364,1083.3245154801089
770,Samsung,6.4715003601096655,3034,2642,297,277.86586523722775,8.755742215565888,2605,2.0816072130073486,856.3880263574727
771,Xiaomi,5.521707336063998,2269,1002,157,146.59842490124134,5.701191195178332,4738,3.0040857037274034,1008.6624506021657
772,Xiaomi,7.4692868378844075,1507,2484,408,202.50784322550825,8.446730409291916,2007,1.371046645863677,910.2526086819598
773,Samsung,4.834114051120981,3128,1932,325,169.9658830910399,6.0855918501824,4996,3.0822308705893158,806.2245448834292
774,OnePlus,4.546447527839164,2927,2195,448,293.2631522427796,11.47463668436842,3721,2.273313971663863,528.9601703359382
775,Xiaomi,6.945239509314984,2027,1038,578,114.44466735288657,5.24717452892997,4118,2.1952550723421096,1103.4150931596855
776,Samsung,5.865460146177105,2571,2356,553,234.90283772889896,10.02762165198062,5047,2.5210593698898385,604.0760711682292
777,OnePlus,6.309640240326242,2263,1580,477,200.3464827976146,6.144459180413744,5647,2.667308707809152,1185.111110467658
778,Samsung,4.293752985711563,3261,2678,539,179.81191250557967,8.781290984810399,4619,2.153969982882427,683.3346972098312
779,Samsung,7.1144789393648615,2442,3091,164,225.61050161989726,10.29400796321608,3064,3.0092903137330564,1095.6792588086062
780,Samsung,6.685799669298006,3414,2686,486,195.84227566934067,6.670004430166744,5921,2.9817139184592314,545.9386468691015
781,Xiaomi,5.386486702300982,1907,2124,471,284.22392836377867,7.087171493069684,4810,1.2368554361373558,513.1988659776944
782,Xiaomi,5.177155609230534,3168,2700,322,256.48860105190846,6.194236769063908,4223,2.2574913869432054,854.2071313932644
783,OnePlus,7.149319775822651,2125,1827,466,215.2629068401979,6.47064570180527,4237,2.6343909829330467,1259.2345523453355
784,OnePlus,4.235784257299046,1371,1554,452,233.58396736251973,11.368212374061066,4860,1.2734034335801427,899.5542173196809
785,Xiaomi,4.675077065911304,2202,2689,306,204.32645141053632,11.859082923464424,4315,1.7590516277137536,943.2175554872892
786,Xiaomi,6.742857627297897,1374,3174,239,137.0918310963484,11.180253408001633,2650,1.8687214907795313,854.1848748067504
787,Xiaomi,5.722033227690465,3726,1978,561,151.8283431272034,10.694135274997876,5397,2.606062339861034,1057.5933740475875
788,OnePlus,6.737950353520208,3345,2863,323,243.88705177850156,6.769097365687459,4918,2.494815000377796,532.7040833189243
789,OnePlus,5.197874557961876,2288,2785,395,159.51757270752415,5.988139046465367,4549,3.2341427186483536,1082.2392029516745
790,Samsung,6.676736809204792,2797,1428,541,134.83056703810269,11.180318999522576,3429,1.5633160162978994,1173.9349499113507
791,Samsung,5.786160136380986,2190,2304,580,140.7526432363563,5.942082847773801,3914,1.8933130018392745,637.2095871606183
792,Samsung,6.035073808573792,2671,1063,469,197.24273163438156,9.19728802727422,3794,1.0888664290197343,1135.6833446486762
793,Samsung,6.361671609879772,2467,2563,503,231.4344801309196,9.985183438163688,5992,2.529497745715065,1109.6948834129348
794,OnePlus,7.5870426360829715,2243,3117,331,214.64377431889983,10.78933701655614,5577,1.3482008157204997,706.0553458023464
795,Xiaomi,6.831023132149621,1574,1434,432,272.36077570999936,8.021328446443949,2325,2.2219430332077277,533.1051858573675
796,OnePlus,6.04074421091614,2802,3116,356,243.79471386278877,6.5506566744097166,5678,3.114556110093126,405.67690159078234
797,OnePlus,6.350869239653504,3350,2939,167,122.98545171348849,6.632981926860941,3677,2.699739116229826,1257.7558000435029
798,OnePlus,6.629796878624587,3758,1879,193,164.22143913982976,10.824278731958174,5715,2.6882529689709544,1266.4849220243525
799,Samsung,6.81619289977081,2118,1149,482,191.73940558470338,10.901361297020078,4210,2.3416818258596352,1078.0720744283142
800,OnePlus,7.465435586704912,2182,2027,513,138.72188877830297,11.83015726339238,2215,1.0970864571359216,665.8949222832399
801,OnePlus,4.774930566671465,1942,3160,486,241.15006062133602,9.549170100148036,5084,1.8016484266656816,751.1844828798827
802,Samsung,6.478930570472498,1317,2961,260,141.80355534543628,9.397320393578365,5725,2.9617785333302926,1139.6409045036614
803,Xiaomi,4.295420062190553,2964,2903,283,155.31295708518795,11.14805645546204,2845,2.8883516372510663,737.8314049172341
804,Samsung,4.449083180286556,2868,2424,275,102.73992872131939,8.840189910896694,4023,1.5260551307275663,757.27425114741
805,OnePlus,6.893965140432952,2400,892,572,176.26242884263883,7.103431848331928,2804,2.1316393791133077,701.214330255395
806,OnePlus,7.213142702761273,3634,1933,494,192.7760768086953,8.767512590092522,3313,1.730675371688915,687.0846570191786
807,Xiaomi,4.991504364091376,1736,3158,484,287.29341525024597,11.01503551059107,4435,2.194549231283645,941.6135957667838
808,OnePlus,4.799953892162532,2150,2841,375,175.18410285355873,9.280184830575482,3313,3.144378324134541,573.5918519704222
809,OnePlus,4.3064209735708525,2109,2105,161,153.80904760672075,11.783338457404497,3724,2.4355372062750167,704.6870431164998
810,Xiaomi,6.65418881183204,2765,1377,338,202.225443455169,9.32690989730913,3453,2.720379281282951,937.0887209407384
811,Xiaomi,4.264130978535431,3260,1867,345,229.2868778266541,9.45715294251156,2735,1.3838748082010843,1176.1915100692227
812,OnePlus,6.219873455569452,3186,1595,486,229.6755863613817,5.633736120467308,4984,1.6550714058085294,417.10637049066827
813,Xiaomi,5.933078364992712,3345,972,194,263.77387720403283,9.557968427642606,2960,3.292200822699502,1259.857388790671
814,Samsung,6.075026200329355,2195,1241,304,267.99116537885067,5.4706333860637635,2189,1.7059098246108482,874.0918202870662
815,Xiaomi,5.727899802193025,3296,1994,518,186.29454544512348,10.251707112494893,5607,2.5555828650041272,1254.8226239301043
816,Samsung,7.094741949666342,3372,1010,244,269.92780680914143,5.041445784659118,2693,2.4852955207635357,574.3689302184092
817,Samsung,5.347736748686273,2831,3140,582,160.75802171742137,8.312358403381246,5103,3.4789313387816208,1006.0240800804027
818,Samsung,7.197737720659911,1587,753,439,148.13851338972916,7.59699512992739,4253,3.006114037385846,1251.6953691326516
819,Samsung,6.111195254666509,3138,3005,199,283.0964052997464,5.512255017966913,5211,1.376934034340337,653.4882293186301
820,Xiaomi,5.885939133788901,2655,2641,382,204.49268763547093,5.199936812534946,5586,2.5676831565321727,1255.5222161308739
821,Xiaomi,7.358873709642624,2785,2670,552,296.09186731348603,10.89962106613191,2446,1.3965710255267503,505.5170492542746
822,Samsung,6.094148459686966,2418,2349,281,256.7268304596389,6.88614276355489,4568,2.0597504538490483,544.8973098854163
823,Samsung,6.50768954324122,3284,2007,523,165.9596548425252,10.085505759639766,3753,2.0926823201080165,565.521146629739
824,Xiaomi,6.424584430020723,1928,900,520,198.58054025200298,5.4115666275581304,4108,1.7912682620967015,1247.5658021959055
825,Xiaomi,5.177444180222743,1820,1313,455,182.91029841324132,5.70392402069401,5589,3.0589213581328796,466.04774801479243
826,Xiaomi,4.997435826387571,3307,2687,301,269.8879122070838,7.2514197039909325,4803,3.0523903639636507,677.2418353341618
827,OnePlus,5.288800103549908,3697,1469,434,236.364464815905,6.894198487511089,2074,1.9787448432501806,1006.6273425216497
828,OnePlus,5.111718302813831,3021,1404,278,115.13133997456875,10.903468824644579,5541,3.021637451839919,465.2297829288872
829,OnePlus,4.331698682719388,3164,2362,290,179.40385125512955,5.366106636891536,3797,3.028096686779119,1270.4825702145245
830,OnePlus,7.011609462553148,2026,2657,566,247.04726273633204,11.981945554603442,5767,1.5449451819053097,1011.0437438223482
831,OnePlus,4.668045685483014,2693,823,184,132.05609833015455,5.829269384166808,3960,1.8065329162997659,1229.4710127594649
832,Samsung,6.063736677894546,3178,2764,536,111.22407089812225,10.339731785286254,2580,2.4173271930086067,482.3638402201192
833,OnePlus,7.458892804483144,2951,2750,480,299.32564285290005,11.498856535419927,4555,1.0552050853644368,944.8644807352224
834,Samsung,6.117704413119855,2795,2064,572,106.61455005956337,7.3557334750942776,5160,1.6847268769211383,907.5323929829736
835,OnePlus,6.711954859882056,1697,2370,297,199.91548363916272,10.153936279812251,2149,1.7324306810959882,1220.4792078024416
836,Samsung,6.8920520297957175,2286,1953,299,136.45807474271174,7.8083810909772495,3621,1.5274424534354536,562.4554351349109
837,OnePlus,5.878433166260979,2912,1195,260,270.51987807843796,6.669870424585954,5539,3.1116601495940746,667.7885463151783
838,Samsung,4.721465126517252,1355,1903,561,279.54763733423374,5.601330239501787,4737,1.9826167700660742,537.132260627855
839,OnePlus,4.2326380758000965,1490,2618,183,244.31270130356356,8.927019898904634,4035,3.204114411147987,935.7133933915383
840,OnePlus,5.078951647750698,1650,2394,521,234.02009683247084,8.956489514256994,3836,3.100638037939438,623.5284425011935
841,Xiaomi,7.025702663244375,1772,2002,594,265.3800826336691,8.630918865428491,5643,2.490863907228729,1142.2923237376924
842,Samsung,5.065617304108888,3037,746,199,167.29795166241826,5.674975790124833,2475,1.9523399524359024,1236.7986283074815
843,Xiaomi,6.4581999860478865,2991,3140,576,269.48541339043135,7.7186938624525645,4364,3.423781688090523,1139.292002961576
844,OnePlus,4.6120164201850065,2274,1966,288,267.39728942719285,7.520472339532651,3148,3.0180907890272963,427.48404609217266
845,OnePlus,6.243222919797204,2267,1657,269,272.03656032094875,7.573902671564613,4386,1.87967049528278,1023.3147514277773
846,OnePlus,4.840628603545801,1889,2602,222,212.36397679858842,8.446469527064211,3060,1.7896545879780594,637.1355289748742
847,Xiaomi,6.31620461822758,2950,2373,522,150.48570404958437,11.009984502662363,2924,1.9151090896137122,422.6471839371184
848,OnePlus,4.777657705796599,1569,2223,372,232.96363291553064,5.782564926268559,4331,2.78594112977711,1104.384064682731
849,Samsung,5.29685628189268,2042,1277,259,148.89972750948374,6.575879322209158,3837,2.651070256698447,1226.9500485820959
850,Samsung,5.176000066810947,2484,2387,238,141.25377163008577,9.840075702121677,3753,2.528186176741219,642.6353614221915
851,Samsung,5.847823861740998,1805,1204,588,152.72687607145286,11.498992605512619,4639,2.7102330325414528,1142.3555473210592
852,Xiaomi,5.309924189645564,1286,2993,277,265.6093546865625,9.36097230422389,3869,1.4569418532815646,1006.8926210741181
853,Samsung,6.669665492347521,3107,2181,239,244.42969987272286,8.4487732272958,3805,2.593860852243711,1139.815236287283
854,OnePlus,4.96772988960546,1758,1799,323,203.8823699576747,6.861550290722734,3017,1.9857413945374556,789.8798041058708
855,Xiaomi,5.9699619837213405,1423,1320,397,175.6380145193782,7.738477100331952,3779,1.1967669754856676,1221.1497300881088
856,Xiaomi,6.604670564582585,2697,2579,261,236.33212383668814,7.60807594913328,4122,3.0191628356956106,607.3838956061292
857,Samsung,5.359220237161306,3235,2764,298,155.08105475991843,8.926579110124807,2810,2.6555601640389934,692.4866765737565
858,OnePlus,7.1264825937380225,1460,1551,578,105.65954242223876,7.472080013831016,4803,2.777017537332917,652.4953226372669
859,OnePlus,6.705050476781948,2140,3115,254,211.9047909082469,6.183591310717926,5429,2.789783450485731,1048.7413137270867
860,Samsung,4.82100191355966,3425,1115,186,100.78829447397621,10.423163977409647,4776,3.0024426591264186,488.5825763353023
861,Xiaomi,6.015554691372466,1434,1355,223,278.3597123417817,8.152552219771549,2135,3.233251041014002,668.2284621681703
862,Samsung,6.398279593126276,2495,1303,589,251.65834544468376,9.302605478677716,4705,1.9381180582015933,950.146962616715
863,Samsung,6.5903769157941845,1573,3003,402,197.12495710389243,6.932575991754985,2531,2.872348501828749,824.9240594089015
864,Xiaomi,4.099553999491727,3720,976,545,246.06009199271085,7.05005111740206,2745,1.921450056076405,908.2415509195023
865,Samsung,5.430707585435849,2282,2775,204,251.32683540687486,11.958812957352649,3027,1.4826877285893176,897.3575038168542
866,OnePlus,6.131310458809201,3192,2885,221,241.88528815788953,10.511768471753689,5113,3.3906698175729986,982.155955037317
867,OnePlus,6.141114172730642,2045,1299,332,240.08724120675225,6.109031454025004,3975,2.4451200045238153,1227.6949832330024
868,OnePlus,5.853832874909546,3468,1588,421,284.6164585604925,9.596124335088827,5642,2.0022774895204947,1010.3888643847024
869,Xiaomi,7.218717738708051,1455,2759,466,155.77456816236997,8.635135983895733,3995,1.0949061276779195,1171.398132575421
870,Xiaomi,7.175146994169156,3210,3140,500,202.02739513979145,11.925246566753547,5466,1.8649942380788398,1092.0633662765758
871,Xiaomi,5.333601624708786,3002,1624,323,140.86385851352887,7.6085978878240965,4657,2.208867909122392,599.6166376724544
872,Xiaomi,5.314458657984087,3834,888,306,143.03959310046451,11.781780881680051,4779,2.9861746966573115,453.40635437104106
873,OnePlus,5.531944129166787,1708,2980,155,162.76597478290324,5.20163930720207,5454,2.8234950038024658,534.7203790947486
874,Xiaomi,6.5529507368225755,3398,981,427,257.7003605799761,6.795831791536019,3326,2.936590669695277,870.6370290473637
875,Xiaomi,5.780151178806995,2843,2805,484,213.63463008427198,6.826482848151429,3572,2.8530554002800588,1148.9166397692584
876,OnePlus,6.689834515375275,2926,1658,309,121.08314317550946,5.455736757517107,4241,2.684049728442816,413.02451407713465
877,Xiaomi,5.722240129403189,3100,995,430,115.21604824559724,9.720376321947612,3854,2.600069149820173,752.0667409730431
878,OnePlus,6.539314798587957,1864,3109,321,165.6797354238118,11.187824563696207,5011,1.177087484256311,830.7881080409907
